Name,Games Played,Mins,RPM
"Stephen Curry, PG",69,33.8,7.6
"LeBron James, SF",55,35.2,6.78
"James Harden, SG",78,36.8,6.68
"Giannis Antetokounmpo, PF",72,32.8,6.12
"Kyle Lowry, PG",65,34,5.88
"Paul George, F",77,36.9,5.8
"Kyrie Irving, PG",67,33,4.96
"Jrue Holiday, PG",67,35.9,4.72
"Aaron Holiday, G",50,12.9,3.99
"Pascal Siakam, PF",80,31.9,3.75
"Eric Bledsoe, SG",78,29.1,3.7
"Russell Westbrook, PG",73,36,3.68
"Lou Williams, SG",75,26.6,3.63
"Nikola Jokic, C",80,31.3,3.58
"Damian Lillard, PG",80,35.5,3.5
"Bradley Beal, SG",82,36.9,3.49
"Mike Conley, PG",70,33.5,3.38
"De'Aaron Fox, PG",81,31.4,3.34
"Kevin Love, PF",22,27.2,3.08
"Anthony Davis, PF",56,33,2.96
"Rudy Gobert, C",81,31.8,2.8
"Kemba Walker, PG",82,34.9,2.79
"Kevin Durant, PF",78,34.6,2.5
"Chris Paul, PG",58,32,2.49
"Brad Wanamaker, PG",36,9.5,2.48
"JJ Redick, SG",76,31.3,2.44
"Victor Oladipo, SG",36,31.9,2.44
"Marc Gasol, C",79,30.8,2.42
"D'Angelo Russell, PG",81,30.2,2.42
"J.J. Barea, G",38,19.8,2.4
"Klay Thompson, SG",78,34,2.39
"Buddy Hield, SG",82,31.9,2.36
"Al Horford, C",68,29,2.34
"Monte Morris, PG",82,24,2.14
"Montrezl Harrell, C",82,26.3,2.03
"Gary Harris, SG",57,28.8,2.01
"Joe Ingles, SG",82,31.3,2
"Karl-Anthony Towns, C",77,33.1,1.98
"Nikola Vucevic, C",80,31.4,1.92
"RJ Hunter, G",1,26,1.89
"Blake Griffin, PF",75,35,1.85
"Jaylen Brown, SG",74,25.9,1.8
"Joel Embiid, C",64,33.7,1.8
"Ben McLemore, SG",19,8.3,1.79
"Jodie Meeks, G",8,13,1.78
"Kawhi Leonard, SF",60,34,1.77
"Bojan Bogdanovic, SF",81,31.8,1.76
"CJ McCollum, SG",70,33.9,1.73
"Raul Neto, PG",37,12.8,1.71
"Danny Green, F",80,27.7,1.69
"Jusuf Nurkic, C",72,27.4,1.63
"Myles Turner, C",74,28.6,1.61
"Derrick Rose, PG",51,27.3,1.57
"Josh Richardson, SG",73,34.8,1.55
"John Wall, PG",32,34.5,1.53
"Khris Middleton, SF",77,31.1,1.52
"Marcus Smart, PG",80,27.5,1.5
"Josh Hart, SG",67,25.6,1.48
"Eric Gordon, SG",68,31.7,1.45
"Robert Covington, PF",35,34.4,1.43
"Spencer Dinwiddie, PG",68,28.1,1.42
"Nikola Mirotic, F",46,27.1,1.42
"Kyle Kuzma, SF",70,33.1,1.41
"Malcolm Brogdon, PG",64,28.6,1.4
"Davis Bertans, SF",76,21.5,1.39
"Andre Iguodala, F",68,23.2,1.39
"Terrence Ross, G",81,26.5,1.35
"Draymond Green, PF",66,31.3,1.35
"Clint Capela, C",67,33.6,1.33
"Luke Kornet, C",46,17,1.27
"Luol Deng, F",22,17.8,1.26
"Jimmy Butler, SF",65,33.6,1.26
"Frank Kaminsky, PF",47,16.1,1.25
"Devin Booker, SG",64,35,1.25
"Patrick Beverley, PG",78,27.4,1.2
"Wayne Ellington, SG",53,24.5,1.14
"Ben Simmons, PG",79,34.2,1.12
"Luka Doncic, PG",72,32.2,1.1
"Ryan Broekhoff, G",42,10.8,1.07
"Goran Dragic, PG",36,27.5,1.05
"Jayson Tatum, SF",79,31.1,1.05
"Domantas Sabonis, PF",74,24.8,1.02
"Shabazz Napier, G",56,17.6,1.02
"Brook Lopez, C",81,28.7,0.98
"Bam Adebayo, C",82,23.3,0.98
"Fred VanVleet, PG",64,27.5,0.95
"D.J. Augustin, G",81,28,0.94
"Alex Caruso, SG",25,21.2,0.93
"Richaun Holmes, F",70,16.9,0.93
"Vince Carter, G",76,17.5,0.91
"Jamal Murray, PG",75,32.6,0.87
"Justise Winslow, PF",66,29.7,0.87
"Malcolm Miller, F",10,6.7,0.86
"Royce O'Neale, PF",82,20.4,0.86
"Yogi Ferrell, PG",71,15,0.85
"Jae Crowder, PF",80,27.1,0.85
"Troy Williams, F",21,14.9,0.83
"Bogdan Bogdanovic, SG",70,27.8,0.81
"Jemerrio Jones, F",6,23.8,0.78
"Kentavious Caldwell-Pope, SG",82,24.8,0.77
"Gordon Hayward, SF",72,25.9,0.77
"Omri Casspi, F",36,14.4,0.77
"Boban Marjanovic, C",58,11.7,0.75
"Luke Kennard, SG",63,22.8,0.7
"Mason Plumlee, C",82,21.1,0.68
"Norman Powell, G",60,18.8,0.68
"Kyle Korver, G",70,19.1,0.67
"Darren Collison, PG",76,28.2,0.66
"Dwight Powell, C",77,21.6,0.65
"Raymond Felton, G",33,11.5,0.63
"Duncan Robinson, F",15,10.7,0.61
"Jeff Teague, PG",42,30.1,0.59
"Langston Galloway, SG",80,21.8,0.58
"Chris Boucher, PF",28,5.8,0.55
"Malik Beasley, SG",81,23.2,0.54
"James Nunnally, SF",15,6.8,0.54
"Danilo Gallinari, PF",68,30.3,0.54
"Donovan Mitchell, SG",77,33.7,0.52
"Cameron Reynolds, SF",19,13.6,0.52
"Jonas Valanciunas, C",49,22.3,0.52
"JaKarr Sampson, SF",4,31.8,0.48
"Justin Jackson, SF",81,19.9,0.47
"John Collins, PF",61,30,0.45
"Seth Curry, SG",74,18.9,0.44
"Isaiah Thomas, G",12,15.1,0.43
"Tobias Harris, PF",82,34.7,0.42
"Carmelo Anthony, PF",10,29.4,0.41
"Furkan Korkmaz, SG",48,14.1,0.4
"Doug McDermott, SF",77,17.4,0.38
"Thaddeus Young, PF",81,30.7,0.37
"Damion Lee, SG",32,11.7,0.37
"Mike Muscala, C",64,20.4,0.36
"Thon Maker, F",64,15.2,0.36
"Derrick Favors, F",76,23.2,0.32
"Pat Connaughton, SG",61,20.7,0.32
"Aaron Gordon, PF",78,33.8,0.32
"Jabari Parker, PF",64,26.9,0.3
"Joe Harris, SF",76,30.2,0.3
"Donte DiVincenzo, SG",27,15.2,0.3
"Dion Waiters, G",44,25.9,0.26
"Patty Mills, PG",82,23.3,0.21
"Christian Wood, F",21,12,0.21
"Semi Ojeleye, PF",56,10.6,0.2
"Jerami Grant, SF",80,32.7,0.17
"Jared Dudley, SF",59,20.7,0.17
"Derrick White, PG",67,25.8,0.16
"Rudy Gay, SF",69,26.7,0.16
"LaMarcus Aldridge, C",81,33.2,0.12
"Paul Millsap, PF",70,27.1,0.12
"DeMarcus Cousins, C",30,25.7,0.12
"Maxi Kleber, PF",71,21.2,0.1
"Ivica Zubac, C",59,17.6,0.09
"Kadeem Allen, G",19,21.9,0.08
"Marco Belinelli, G",79,23,0.07
"Bonzie Colson, F",8,12.3,0.06
"JR Smith, G",11,20.2,0.06
"Thabo Sefolosha, F",50,12.2,0.05
"Dennis Schroder, PG",79,29.3,0.05
"Andre Drummond, C",79,33.5,0.05
"Julius Randle, PF",73,30.6,0.03
"Quincy Pondexter, F",53,5.5,0.02
"Hassan Whiteside, C",72,23.3,0
"Zhaire Smith, G",6,18.5,0
"Steven Adams, C",80,33.4,0
"Dwyane Wade, G",72,26.2,-0.01
"Ricky Rubio, PG",68,27.9,-0.02
"Nemanja Bjelica, PF",77,23.2,-0.05
"Kevon Looney, F",80,18.5,-0.09
"Tony Snell, SF",74,17.6,-0.09
"PJ Dozier, G",6,8.5,-0.09
"Tyler Dorsey, G",48,14.5,-0.1
"Daniel Theis, C",66,13.8,-0.11
"Terry Rozier, SG",79,22.7,-0.12
"Lonzo Ball, PG",47,30.3,-0.14
"Dwight Howard, C",9,25.6,-0.14
"Kyle Anderson, SF",43,29.8,-0.14
"Cody Zeller, C",49,25.4,-0.15
"Ray Spalding, F",14,10.6,-0.15
"Delon Wright, SG",75,22.7,-0.15
"Ersan Ilyasova, PF",67,18.4,-0.21
"Thomas Bryant, C",72,20.8,-0.21
"Miles Plumlee, C",18,9.6,-0.22
"Matthew Dellavedova, PG",48,16.9,-0.22
"Dusty Hannahs, G",2,13,-0.24
"Deonte Burton, F",32,7.5,-0.24
"Tyler Zeller, C",6,15.5,-0.25
"Allen Crabbe, G",43,26.3,-0.25
"Harrison Barnes, SF",77,32.9,-0.26
"Jonah Bolden, PF",44,14.5,-0.26
"Jakob Poeltl, C",77,16.5,-0.26
"Corey Brewer, F",31,15.9,-0.26
"Joakim Noah, C",42,16.5,-0.27
"Dewayne Dedmon, C",64,25.1,-0.28
"Stanley Johnson, SF",66,18.3,-0.28
"DeMar DeRozan, SF",77,34.9,-0.28
"DeMarre Carroll, F",67,25.4,-0.29
"Alex Abrines, G",31,19,-0.3
"Aron Baynes, C",51,16.1,-0.3
"Jarell Martin, F",42,7.8,-0.32
"Jeremy Lamb, SG",79,28.5,-0.32
"Luc Mbah a Moute, F",4,15.3,-0.34
"Terrance Ferguson, SF",74,26.1,-0.34
"Landry Shamet, SG",79,22.8,-0.36
"Darius Miller, SF",69,25.5,-0.36
"Jordan McRae, G",27,12.3,-0.37
"Jordan Clarkson, PG",81,27.3,-0.38
"Kelly Olynyk, PF",79,22.9,-0.38
"Kevin Huerter, SG",75,27.3,-0.39
"Jeff Green, PF",77,27.2,-0.39
"Courtney Lee, G",34,12.6,-0.39
"Johnathan Williams, F",24,15.5,-0.4
"Georges Niang, SF",59,8.7,-0.41
"Otto Porter Jr., SF",56,30.1,-0.42
"John Jenkins, G",26,12.8,-0.43
"Shake Milton, SG",20,13.4,-0.44
"Deyonta Davis, F",9,13.1,-0.47
"David Nwaba, SF",51,19.3,-0.47
"Guerschon Yabusele, F",41,6.1,-0.5
"Michael Carter-Williams, G",28,13.3,-0.52
"DeAndre Jordan, C",69,29.7,-0.52
"Jake Layman, F",71,18.7,-0.52
"Henry Ellenson, PF",19,13.6,-0.52
"Mikal Bridges, SF",82,29.5,-0.56
"Kyle O'Quinn, C",45,8.2,-0.56
"Torrey Craig, SF",75,20,-0.57
"Trey Lyles, PF",64,17.5,-0.58
"Nick Young, G",4,9.3,-0.59
"Chasson Randle, G",49,15.2,-0.59
"Anthony Tolliver, PF",65,16.6,-0.59
"Jonas Jerebko, F",73,16.7,-0.59
"Reggie Jackson, PG",82,27.9,-0.6
"Trey Burke, PG",58,19.4,-0.61
"Lance Stephenson, G",68,16.5,-0.61
"Tyus Jones, PG",68,22.9,-0.62
"Rondae Hollis Jefferson, SF",59,20.9,-0.62
"Isaac Humphries, C",5,11.2,-0.67
"Amile Jefferson, F",12,5.7,-0.67
"Marcus Derrickson, F",11,6.1,-0.67
"Dorian Finney-Smith, PF",81,24.5,-0.67
"BJ Johnson, F",7,7,-0.68
"Evan Fournier, SG",81,31.5,-0.68
"Troy Daniels, G",51,14.9,-0.7
"John Henson, F",14,13.4,-0.72
"Jevon Carter, PG",39,14.8,-0.73
"Kent Bazemore, SF",67,24.5,-0.73
"Mitchell Robinson, C",66,20.6,-0.73
"Dwayne Bacon, G",43,17.7,-0.74
"Shaun Livingston, G",64,15.1,-0.74
"Maurice Harkless, SF",60,23.6,-0.76
"Sterling Brown, SF",58,17.8,-0.76
"Alize Johnson, F",14,4.6,-0.76
"Jeremy Lin, G",74,19.4,-0.76
"Tomas Satoransky, SG",80,27.1,-0.77
"George Hill, PG",60,21.7,-0.77
"Jalen Brunson, PG",73,21.8,-0.78
"Rodions Kurucs, SF",63,20.5,-0.78
"Malik Monk, SG",73,17.2,-0.79
"Walt Lemon Jr., G",6,27.8,-0.8
"Skal Labissiere, F",22,8,-0.8
"Quincy Acy, F",10,12.3,-0.8
"Jerome Robinson, SG",33,9.7,-0.81
"Ed Davis, C",81,17.9,-0.81
"Dante Exum, G",42,15.8,-0.82
"Allonzo Trier, G",64,22.8,-0.82
"Al-Farouq Aminu, SF",81,28.3,-0.82
"Quinn Cook, PG",74,14.3,-0.83
"Devonte' Graham, PG",46,14.7,-0.85
"Ian Clark, G",60,16.2,-0.85
"Tyrone Wallace, G",62,10.1,-0.86
"Zach LaVine, SG",63,34.5,-0.86
"Bryn Forbes, SG",82,28,-0.86
"Jonathan Isaac, PF",75,26.6,-0.88
"Andrew Wiggins, SF",73,34.8,-0.88
"Kenneth Faried, F",37,19.7,-0.89
"Willie Cauley-Stein, C",81,27.3,-0.9
"Caris LeVert, SG",40,26.6,-0.9
"Cory Joseph, PG",82,25.2,-0.91
"Marvin Williams, F",75,28.4,-0.91
"Brandon Goodwin, G",16,3.6,-0.91
"Rodney Hood, SG",72,26.3,-0.92
"Demetrius Jackson, G",6,6.5,-0.92
"Gerald Green, G",73,20.2,-0.92
"Rawle Alkins, G",10,12,-0.93
"Dairis Bertans, G",12,13.9,-0.94
"Sam Dekker, F",47,16.8,-0.95
"Yuta Watanabe, SF",15,11.6,-0.96
"Hamidou Diallo, SG",51,10.3,-0.96
"Wes Iwundu, F",68,18.1,-0.97
"Johnathan Motley, F",22,7.1,-0.97
"Milos Teodosic, G",15,10,-0.98
"Justin Anderson, F",48,9.6,-0.98
"Tyler Johnson, G",57,26.8,-0.99
"Khem Birch, C",50,12.9,-0.99
"Nicolas Batum, PF",75,31.4,-1
"Jalen Jones, F",16,13.4,-1.01
"Tyreke Evans, G",69,20.3,-1.01
"Khyri Thomas, SG",26,7.5,-1.01
"Devin Harris, G",68,15.8,-1.03
"Michael Beasley, F",26,10.7,-1.03
"E'Twaun Moore, G",53,27.6,-1.04
"Bruce Brown, SF",74,19.6,-1.05
"Lorenzo Brown, G",26,8.2,-1.05
"Billy Garrett Jr., G",4,15.8,-1.06
"Jimmer Fredette, G",6,10.8,-1.06
"Ekpe Udoh, F",51,6.3,-1.08
"Bruno Caboclo, F",34,23.5,-1.08
"Theo Pinson, G",18,11.7,-1.08
"T.J. Leaf, PF",58,9,-1.1
"Moritz Wagner, C",43,10.4,-1.1
"Serge Ibaka, F",74,27.2,-1.11
"Ish Smith, PG",56,22.3,-1.12
"Cameron Payne, PG",40,17.8,-1.13
"Dario Saric, PF",81,25,-1.13
"Frank Jackson, G",61,19.2,-1.14
"Ryan Arcidiacono, G",81,24.2,-1.15
"Iman Shumpert, G",62,23.9,-1.16
"Michael Kidd-Gilchrist, F",64,18.4,-1.17
"Rodney McGruder, G",66,23.5,-1.17
"James Ennis III, F",58,21.2,-1.18
"Cheick Diallo, F",64,14,-1.2
"Kris Dunn, G",46,30.2,-1.2
"Devin Robinson, F",7,13.6,-1.21
"Andrew Bogut, C",11,12.2,-1.21
"Udonis Haslem, PF",10,7.4,-1.22
"Jarred Vanderbilt, PF",17,4.1,-1.24
"Malachi Richardson, G",22,4.7,-1.26
"Tony Bradley, C",3,12,-1.27
"Justin Holiday, SF",82,31.8,-1.27
"Jaylen Morris, F",4,7.3,-1.28
"Edmond Sumner, PG",23,9.1,-1.29
"Kenrich Williams, SF",46,23.5,-1.3
"Josh Okogie, SF",74,23.7,-1.31
"J.P. Macura, G",2,8.5,-1.31
"Amir Johnson, F",51,10.4,-1.32
"Lauri Markkanen, PF",52,32.3,-1.33
"Chandler Parsons, SF",25,19.8,-1.33
"Dirk Nowitzki, F",51,15.6,-1.33
"Alfonzo McKinnie, F",72,13.9,-1.36
"Isaac Bonga, G",22,5.5,-1.36
"DeAndre' Bembry, SG",82,23.5,-1.37
"JaMychal Green, F",65,21.1,-1.39
"Vincent Edwards, F",2,8,-1.44
"Garrett Temple, SF",75,27.2,-1.44
"Miles Bridges, SF",80,21.2,-1.44
"T.J. McConnell, PG",76,19.3,-1.45
"Treveon Graham, F",35,20.4,-1.45
"MarShon Brooks, G",29,13.3,-1.45
"Larry Nance Jr., PF",67,26.8,-1.47
"Harry Giles III, F",58,14.1,-1.48
"Alex Poythress, F",21,14.5,-1.48
"Dillon Brooks, SF",18,18.3,-1.48
"Elfrid Payton, G",42,29.8,-1.49
"Gary Clark, F",51,12.6,-1.49
"Zach Collins, PF",77,17.6,-1.49
"Taurean Prince, PF",55,28.2,-1.49
"Reggie Bullock Jr., SF",63,29.8,-1.5
"Salah Mejri, C",36,11.1,-1.53
"Jaron Blossomgame, F",27,16.3,-1.54
"Lonnie Walker IV, G",17,6.9,-1.56
"Nerlens Noel, C",77,13.7,-1.57
"T.J. Warren, SF",43,31.6,-1.58
"Tony Parker, G",56,17.9,-1.58
"Dzanan Musa, F",9,4.3,-1.59
"Jaren Jackson Jr., PF",58,26.1,-1.61
"Ante Zizic, C",59,18.3,-1.61
"Davon Reed, SG",10,4.7,-1.62
"Omari Rasulala Spellman, F",46,17.5,-1.63
"Damian Jones, C",24,17.1,-1.64
"Will Barton, G",43,27.7,-1.64
"Meyers Leonard, C",61,14.4,-1.64
"Damyean Dotson, SG",73,27.5,-1.67
"Frank Mason III, G",38,11.4,-1.71
"Keita Bates-Diop, SF",30,16.8,-1.73
"Markieff Morris, PF",58,21.9,-1.74
"Anfernee Simons, SG",20,7.1,-1.75
"Gorgui Dieng, C",76,13.6,-1.75
"Rajon Rondo, PG",46,29.8,-1.75
"Jon Leuer, F",41,9.8,-1.76
"Pau Gasol, PF",30,12,-1.77
"Deandre Ayton, C",71,30.7,-1.77
"Trevor Ariza, SF",69,34,-1.78
"Brandon Ingram, SF",52,33.8,-1.79
"Yante Maten, F",2,6.5,-1.79
"Wilson Chandler, F",51,23.1,-1.79
"Shaquille Harrison, G",73,19.6,-1.8
"Justin Patton, C",3,7,-1.83
"Isaiah Canaan, G",30,21,-1.83
"Alan Williams, C",5,5.2,-1.83
"Haywood Highsmith, F",5,8,-1.83
"Wesley Matthews, SG",69,30.3,-1.84
"JaVale McGee, C",75,22.3,-1.85
"Danuel House Jr., SF",39,25.1,-1.86
"Tyson Chandler, C",55,15.9,-1.86
"Gary Payton II, SG",3,5.3,-1.86
"Angel Delgado, C",2,7.5,-1.87
"Ivan Rabb, PF",49,14.7,-1.88
"C.J. Williams, G",15,8.5,-1.88
"Mike Scott, PF",79,17.7,-1.91
"James Johnson, PF",55,21.2,-1.92
"Marvin Bagley III, PF",62,25.3,-1.93
"Austin Rivers, SG",76,26.7,-1.93
"Isaiah Hartenstein, C",28,7.9,-1.94
"Evan Turner, G",73,22,-1.94
"Derrick Jones Jr., SF",60,19.2,-1.94
"Dennis Smith Jr., PG",53,28.5,-1.94
"Enes Freedom, C",67,24.5,-1.94
"Noah Vonleh, PF",68,25.3,-1.95
"Jarrett Allen, C",80,26.2,-1.98
"Abdel Nader, SF",61,11.4,-1.98
"Tim Hardaway Jr., SF",65,31.6,-1.98
"Tim Frazier, PG",59,19,-1.98
"Emmanuel Mudiay, G",59,27.2,-1.99
"Daryl Macon, SG",8,11.3,-1.99
"Trae Young, PG",81,30.9,-2
"Ron Baker, G",15,10.1,-2.02
"Jordan Loyd, G",12,4.6,-2.02
"Juancho Hernangomez, PF",70,19.4,-2.03
"Glenn Robinson III, F",47,13,-2.04
"Thomas Welsh, C",11,3.3,-2.04
"Deng Adel, F",19,10.2,-2.06
"Julian Washburn, F",18,14.1,-2.09
"Isaiah Hicks, F",3,10.7,-2.11
"Jahlil Okafor, C",59,15.8,-2.12
"Taj Gibson, F",70,24.1,-2.14
"Jaylen Adams, G",34,12.6,-2.15
"Frank Ntilikina, PG",43,21,-2.19
"Channing Frye, F",36,9.5,-2.2
"Jason Smith, F",20,9.5,-2.2
"Brandon Knight, PG",39,18.9,-2.21
"Alex Len, C",77,20.1,-2.22
"Svi Mykhailiuk, SG",42,10.5,-2.22
"Kelly Oubre Jr., SG",69,28,-2.24
"Avery Bradley, PG",63,30.2,-2.25
"Patrick Patterson, PF",63,13.7,-2.26
"D.J. Wilson, F",48,18.4,-2.26
"Andre Ingram, G",4,3.8,-2.27
"Troy Caupain, G",4,4,-2.27
"CJ Miles, G",53,16.2,-2.28
"Grayson Allen, SG",38,10.9,-2.32
"Melvin Frazier Jr., G",10,4.4,-2.33
"Isaiah Briscoe, G",39,14.3,-2.33
"Wesley Johnson, F",38,14.1,-2.33
"Bobby Portis, F",50,26,-2.33
"Chandler Hutchison, SF",44,20.3,-2.35
"Daniel Hamilton, F",19,10.7,-2.37
"Scott Machado, G",4,4.8,-2.38
"Robert Williams III, C",32,8.8,-2.39
"Dragan Bender, F",46,18,-2.4
"De'Anthony Melton, SG",50,19.7,-2.41
"DeVaughn Akoon-Purcell, G",7,3.1,-2.44
"Zaza Pachulia, C",68,12.9,-2.45
"Ian Mahinmi, C",34,14.6,-2.46
"Shelvin Mack, G",57,21.9,-2.49
"Brandon Sampson, G",14,15.3,-2.49
"Nik Stauskas, G",68,14.9,-2.49
"Mitchell Creek, G",5,9.6,-2.51
"Timothe Luwawu-Cabarrot, SG",50,13.4,-2.52
"Tyler Lydon, F",25,3.8,-2.52
"OG Anunoby, SF",67,20.2,-2.53
"Ryan Anderson, PF",25,12.9,-2.54
"Greg Monroe, C",43,11.2,-2.56
"Jerian Grant, G",60,15.7,-2.58
"Gary Trent Jr., SG",15,7.4,-2.58
"Josh Jackson, SG",79,25.2,-2.59
"Shai Gilgeous-Alexander, PG",82,26.5,-2.6
"Jacob Evans, G",30,6.8,-2.63
"Antonio Blakeney, G",57,14.5,-2.64
"Donatas Motiejunas, PF",3,4.3,-2.64
"Tyler Cavanaugh, F",11,3.5,-2.64
"P.J. Tucker, PF",82,34.2,-2.65
"Chris Chiozza, G",7,4.7,-2.71
"Mario Hezonja, F",58,20.8,-2.76
"Robin Lopez, C",74,21.7,-2.78
"Tristan Thompson, C",43,27.9,-2.79
"Patrick McCaw, SF",29,13.7,-2.8
"Jonathon Simmons, G",56,19,-2.81
"Lance Thomas, F",46,17,-2.81
"Markelle Fultz, PG",19,22.5,-2.82
"Emanuel Terry, F",3,7.7,-2.88
"Kostas Antetokounmpo, F",2,5.5,-2.93
"Cedi Osman, SF",76,32.2,-2.96
"Jordan Bell, F",68,11.6,-2.98
"Jerryd Bayless, G",34,19.3,-3.01
"Marcin Gortat, C",47,16,-3.01
"Eric Moreland, C",5,8.6,-3.02
"Wendell Carter Jr., C",44,25.2,-3.02
"Sindarius Thornwell, SG",64,4.9,-3.02
"Drew Eubanks, PF",23,4.9,-3.08
"Wayne Selden, G",75,19.2,-3.12
"Jose Calderon, G",49,12.9,-3.16
"Naz Mitrou-Long, G",14,6,-3.17
"Jamal Crawford, G",64,18.9,-3.18
"Jared Terrell, G",14,7.9,-3.21
"Nene Hilario, C",42,13,-3.22
"Troy Brown Jr., SF",52,14,-3.34
"Kosta Koufos, C",42,12,-3.37
"Elie Okobo, G",53,18.1,-3.38
"Chimezie Metu, PF",29,5,-3.38
"Alec Burks, SG",64,21.5,-3.41
"Andrew Harrison, G",17,11,-3.54
"Cristiano Felicio, PF",60,12.4,-3.56
"Bismack Biyombo, C",54,14.5,-3.59
"Marcus Morris Sr., SF",75,27.9,-3.6
"Dante Cunningham, F",64,14.5,-3.71
"Willy Hernangomez, C",58,14,-3.71
"Solomon Hill, SF",44,20,-3.75
"Jawun Evans, G",8,8.1,-4.14
"Caleb Swanigan, F",21,8.5,-4.33
"Mo Bamba, C",47,16.3,-4.52
"Marquese Chriss, SF",43,11.6,-4.67
"Collin Sexton, PG",82,31.8,-5.28
"Kevin Knox II, SF",75,28.8,-5.66
"Wade Baldwin IV, G",16,5.9,-5.74